"","year","State","type","spm","rspm","no2","so2"
"492",2011,"Tamil Nadu","Industrial Area",126.729,100.273,24.75,13.9
"493",2011,"Tamil Nadu","Residential, Rural and other Areas",126.729,61.492,20.354,7.585
"494",2011,"Uttar Pradesh","Industrial Area",372.664,172.603,31.687,17.514
"495",2011,"Uttar Pradesh","Residential, Rural and other Areas",361.089,158.28,29.843,10.401
"496",2011,"Uttar Pradesh","Sensitive Area",372.664,154.919,23.087,2.97
"497",2011,"Uttarakhand","Industrial Area",306.759,141.698,25.376,23.407
"498",2011,"Uttarakhand","Residential, Rural and other Areas",306.759,169.148,25.728,23.449
"499",2011,"West Bengal","Industrial Area",233.507,121.528,58.119,20.98
"500",2011,"West Bengal","Residential, Rural and other Areas",233.507,110.208,54.993,10.87
"501",2012,"Andhra Pradesh","Industrial Area",200.26,86.401,20.333,7.295
"502",2012,"Andhra Pradesh","Residential, Rural and other Areas",200.26,80.611,15.392,8.014
"503",2012,"Andhra Pradesh","Sensitive Area",200.26,57.115,13.777,5.269
"504",2012,"Assam","Residential, Rural and other Areas",153.355,82.075,13.966,6.084
"505",2012,"Bihar","Residential, Rural and other Areas",276.917,161.664,34.256,8.834
"506",2012,"Chandigarh","Industrial Area",206.056,131.675,21.225,2.193
"507",2012,"Chandigarh","Residential, Rural and other Areas",206.056,104.515,18.778,2.17
"508",2012,"Chhattisgarh","Industrial Area",231.291,152.587,30.772,11.283
"509",2012,"Chhattisgarh","Residential, Rural and other Areas",231.291,92.492,19.901,10.131
"510",2012,"Dadra & Nagar Haveli","Industrial Area",170.545,76.537,20.181,7.619
"511",2012,"Daman & Diu","Industrial Area",145.681,73.749,20.147,7.629
"512",2012,"Delhi","Industrial Area",399.402,268.438,79.802,10.552
"513",2012,"Delhi","Residential, Rural and other Areas",399.402,220.979,82.625,5.891
"514",2012,"Goa","Industrial Area",67.254,80.771,19.853,7.176
"515",2012,"Goa","Residential, Rural and other Areas",67.254,81.371,15.114,5.314
"516",2012,"Gujarat","Industrial Area",191.568,110.112,29.92,18.385
"517",2012,"Gujarat","Residential, Rural and other Areas",191.568,85.711,24.217,13.359
"518",2012,"Haryana","Industrial Area",268.265,169.832,35.793,10.306
"519",2012,"Haryana","Residential, Rural and other Areas",268.265,153.394,22.967,9.344
"520",2012,"Himachal Pradesh","Industrial Area",208.576,110.018,15.843,2.125
"521",2012,"Himachal Pradesh","Residential, Rural and other Areas",208.576,88.39,13.508,2.237
"522",2012,"Himachal Pradesh","Sensitive Area",208.576,52.581,9.946,1.896
"523",2012,"Jammu & Kashmir","Industrial Area",196.221,135.08,14.945,5.928
"524",2012,"Jammu & Kashmir","Residential, Rural and other Areas",196.221,111.482,10.965,5.85
"525",2012,"Jharkhand","Industrial Area",277.941,177.15,43.347,25.182
"526",2012,"Jharkhand","Residential, Rural and other Areas",277.941,166.912,37.109,16.886
"527",2012,"Karnataka","Industrial Area",168.002,100.854,23.525,12.458
"528",2012,"Karnataka","Residential, Rural and other Areas",168.002,85.533,25.363,11.992
"529",2012,"Karnataka","Sensitive Area",168.002,68.154,20.153,7.994
"530",2012,"Kerala","Industrial Area",84.42,57.629,9.491,4.326
"531",2012,"Kerala","Residential, Rural and other Areas",84.42,53.707,13.754,3.623
"532",2012,"Kerala","Sensitive Area",84.42,42.004,14.601,4.22
"533",2012,"Madhya Pradesh","Industrial Area",210.068,124.785,20.221,16.575
"534",2012,"Madhya Pradesh","Residential, Rural and other Areas",210.068,129.837,22.026,10.897
"535",2012,"Madhya Pradesh","Sensitive Area",210.068,53.653,12.384,11.673
"536",2012,"Maharashtra","Industrial Area",205.256,115.689,38.339,19.769
"537",2012,"Maharashtra","Residential, Rural and other Areas",205.256,98.775,30.777,15.629
"538",2012,"Maharashtra","Sensitive Area",205.256,75.942,29.875,8.769
"539",2012,"Meghalaya","Industrial Area",78.002,137.777,20.096,34.928
"540",2012,"Meghalaya","Residential, Rural and other Areas",78.002,56.756,8.747,2.205
"541",2012,"Mizoram","Residential, Rural and other Areas",87.833,54.326,7.096,2
"542",2012,"Odisha","Industrial Area",167.61,99.093,20.192,6.05
"543",2012,"Odisha","Residential, Rural and other Areas",167.61,79.221,15.623,3.373
"544",2012,"Puducherry","Industrial Area",95.598,50.432,15.006,8.34
"545",2012,"Puducherry","Residential, Rural and other Areas",95.598,37.677,13.501,7.429
"546",2012,"Punjab","Industrial Area",244.919,179.195,28.464,10.108
"547",2012,"Punjab","Residential, Rural and other Areas",244.919,148.534,26.001,9.332
"548",2012,"Rajasthan","Industrial Area",300.735,176.074,35.927,9.189
"549",2012,"Rajasthan","Residential, Rural and other Areas",300.735,160.111,38.432,7.942
"550",2012,"Tamil Nadu","Industrial Area",126.729,83.17,21.892,12.206
"551",2012,"Tamil Nadu","Residential, Rural and other Areas",126.729,65.615,19.903,9.335
"552",2012,"Uttar Pradesh","Industrial Area",372.664,183.812,32.413,18.245
"553",2012,"Uttar Pradesh","Residential, Rural and other Areas",372.664,192.911,28.833,10.756
"554",2012,"Uttarakhand","Industrial Area",306.759,148.564,31.407,27.686
"555",2012,"Uttarakhand","Residential, Rural and other Areas",306.759,191.409,28.363,26.115
"556",2012,"West Bengal","Industrial Area",233.507,111.914,59.523,29.698
"557",2012,"West Bengal","Residential, Rural and other Areas",233.507,100.202,49.674,53.494
"558",2013,"Andhra Pradesh","Industrial Area",200.26,81.293,19.647,8.23
"559",2013,"Andhra Pradesh","Residential, Rural and other Areas",200.26,77.884,17.497,7.17
"560",2013,"Andhra Pradesh","Sensitive Area",200.26,55.921,12.208,6.098
"561",2013,"Assam","Residential, Rural and other Areas",153.355,124.681,15.437,6.942
"562",2013,"Chandigarh","Industrial Area",206.056,124.626,27.993,2.29
"563",2013,"Chandigarh","Residential, Rural and other Areas",206.056,95.659,23.24,2.293
"564",2013,"Chhattisgarh","Industrial Area",231.291,223.507,34.607,12.988
"565",2013,"Chhattisgarh","Residential, Rural and other Areas",231.291,96.82,20.273,10.099
"566",2013,"Delhi","Industrial Area",399.402,291.738,87.925,5.275
"567",2013,"Delhi","Residential, Rural and other Areas",399.402,201.602,90.492,4.157
"568",2013,"Goa","Industrial Area",38.012,54.633,11.821,6.726
"569",2013,"Goa","Residential, Rural and other Areas",33.226,53.123,11.949,7.114
"570",2013,"Gujarat","Industrial Area",34.907,96.101,20.298,13.945
"571",2013,"Gujarat","Residential, Rural and other Areas",27.921,80.456,17.907,12.105
"572",2013,"Haryana","Industrial Area",268.265,192.036,29.196,13.607
"573",2013,"Haryana","Residential, Rural and other Areas",268.265,189.246,22.702,10.754
"574",2013,"Himachal Pradesh","Industrial Area",208.576,124.166,16.031,2.436
"575",2013,"Himachal Pradesh","Residential, Rural and other Areas",208.576,79.427,13.721,2.193
"576",2013,"Himachal Pradesh","Sensitive Area",208.576,46.159,9.069,1.372
"577",2013,"Jammu & Kashmir","Industrial Area",196.221,126.196,6.347,16.151
"578",2013,"Jammu & Kashmir","Residential, Rural and other Areas",196.221,113.85,4.38,13.587
"579",2013,"Jharkhand","Industrial Area",277.941,154.56,42.052,24.094
"580",2013,"Jharkhand","Residential, Rural and other Areas",277.941,148.261,38.363,17.501
"581",2013,"Karnataka","Industrial Area",168.002,84.621,17.419,8.556
"582",2013,"Karnataka","Residential, Rural and other Areas",168.002,79.763,17.813,8.603
"583",2013,"Karnataka","Sensitive Area",168.002,82.628,21.119,8.261
"584",2013,"Kerala","Industrial Area",84.42,58.47,9.522,4.327
"585",2013,"Kerala","Residential, Rural and other Areas",84.42,53.764,12.6,3.385
"586",2013,"Kerala","Sensitive Area",84.42,46.973,13.177,4.36
"587",2013,"Madhya Pradesh","Industrial Area",217.164,126.28,20.76,15.179
"588",2013,"Madhya Pradesh","Residential, Rural and other Areas",210.121,150.643,22.443,10.901
"589",2013,"Madhya Pradesh","Sensitive Area",210.068,66.119,14.34,12.557
"590",2013,"Maharashtra","Industrial Area",205.256,108.074,34.24,18.618
"591",2013,"Maharashtra","Residential, Rural and other Areas",205.256,96.76,30.638,15.839
"592",2013,"Maharashtra","Sensitive Area",205.256,80.816,35.571,9.575
"593",2013,"Meghalaya","Industrial Area",78.002,122.019,14.602,21.524
"594",2013,"Meghalaya","Residential, Rural and other Areas",78.002,46.673,8.832,2.314
"595",2013,"Mizoram","Residential, Rural and other Areas",87.833,48.669,6.701,2.138
"596",2013,"Nagaland","Residential, Rural and other Areas",133.311,92.786,5.244,2
"597",2013,"Odisha","Industrial Area",167.61,95.26,20.8,7.31
"598",2013,"Odisha","Residential, Rural and other Areas",167.61,83.157,15.887,3.123
"599",2013,"Puducherry","Industrial Area",95.598,45.851,15.472,7.147
"600",2013,"Puducherry","Residential, Rural and other Areas",95.598,41.372,13.056,6.434
"601",2013,"Punjab","Industrial Area",244.919,162.688,25.778,10.021
"602",2013,"Punjab","Residential, Rural and other Areas",244.919,151.286,24.588,9.369
"603",2013,"Rajasthan","Industrial Area",300.735,203.56,29.492,7.908
"604",2013,"Rajasthan","Residential, Rural and other Areas",300.735,153.656,30.689,6.438
"605",2013,"Tamil Nadu","Industrial Area",126.729,62.094,20.615,12.702
"606",2013,"Tamil Nadu","Residential, Rural and other Areas",126.729,75.145,22.099,11.463
"607",2013,"Uttar Pradesh","Industrial Area",374.758,196.236,29.243,14.835
"608",2013,"Uttar Pradesh","Residential, Rural and other Areas",374.681,181.378,26.568,10.045
"609",2013,"Uttar Pradesh","Sensitive Area",372.664,172.377,22.636,2.801
"610",2013,"Uttarakhand","Industrial Area",306.759,136.55,25.678,23.483
"611",2013,"Uttarakhand","Residential, Rural and other Areas",306.759,145.96,26.717,24.12
"612",2013,"West Bengal","Industrial Area",213.508,165.414,67.785,11.653
"613",2013,"West Bengal","Residential, Rural and other Areas",215.572,150.926,60.516,9.46
"614",2014,"Andhra Pradesh","Industrial Area",200.26,68.617,18.05,9.987
"615",2014,"Andhra Pradesh","Residential, Rural and other Areas",200.26,83.363,20.199,7.957
"616",2014,"Andhra Pradesh","Sensitive Area",200.26,59.972,15.144,7.285
"617",2014,"Assam","Residential, Rural and other Areas",153.355,80.753,14.055,6.809
"618",2014,"Chandigarh","Industrial Area",206.056,115.782,25.599,2
"619",2014,"Chandigarh","Residential, Rural and other Areas",206.056,84.916,20.228,2.003
"620",2014,"Chhattisgarh","Industrial Area",231.291,208.533,33.329,12.454
"621",2014,"Chhattisgarh","Residential, Rural and other Areas",231.291,88.496,19.219,9.483
"622",2014,"Delhi","Industrial Area",399.402,265.604,72.154,4.813
"623",2014,"Delhi","Residential, Rural and other Areas",399.402,191.865,59.081,5.302
"624",2014,"Goa","Industrial Area",67.254,58.552,7.507,3.388
"625",2014,"Goa","Residential, Rural and other Areas",67.254,50.756,7.561,3.049
"626",2014,"Gujarat","Industrial Area",191.568,89.672,20.472,14.933
"627",2014,"Gujarat","Residential, Rural and other Areas",191.568,85.374,19.922,13.84
"628",2014,"Haryana","Industrial Area",268.265,167.566,26.142,14.549
"629",2014,"Haryana","Residential, Rural and other Areas",268.265,189.204,22.558,11.673
"630",2014,"Himachal Pradesh","Industrial Area",208.576,125.311,14.778,2.425
"631",2014,"Himachal Pradesh","Residential, Rural and other Areas",208.576,78.537,14.106,2.085
"632",2014,"Himachal Pradesh","Sensitive Area",208.576,44.95,9.994,1.839
"633",2014,"Jammu & Kashmir","Industrial Area",196.221,129.542,13.672,6.724
"634",2014,"Jammu & Kashmir","Residential, Rural and other Areas",196.221,119.809,12.154,4.748
"635",2014,"Jharkhand","Industrial Area",277.941,178.583,36.676,13.62
"636",2014,"Jharkhand","Residential, Rural and other Areas",277.941,123.943,35.119,14.914
"637",2014,"Karnataka","Industrial Area",168.002,85.504,17.527,8.136
"638",2014,"Karnataka","Residential, Rural and other Areas",168.002,93.276,19.161,8.509
"639",2014,"Karnataka","Sensitive Area",168.002,81.407,20.1,8.29
"640",2014,"Kerala","Industrial Area",84.42,51.363,11.373,4.552
"641",2014,"Kerala","Residential, Rural and other Areas",84.42,51.993,13.392,3.809
"642",2014,"Kerala","Sensitive Area",84.42,42.748,13.804,4.365
"643",2014,"Madhya Pradesh","Industrial Area",210.068,133.892,18.404,13.352
"644",2014,"Madhya Pradesh","Residential, Rural and other Areas",210.068,118.742,19.086,9.417
"645",2014,"Madhya Pradesh","Sensitive Area",210.068,84.779,13.916,12.823
"646",2014,"Maharashtra","Industrial Area",205.256,124.265,40.412,21.321
"647",2014,"Maharashtra","Residential, Rural and other Areas",205.256,98.714,33.798,16.968
"648",2014,"Maharashtra","Sensitive Area",205.256,76.845,33.732,9.99
"649",2014,"Meghalaya","Industrial Area",78.002,136.343,20.314,26.329
"650",2014,"Meghalaya","Residential, Rural and other Areas",78.002,46.557,8.955,2.089
"651",2014,"Mizoram","Residential, Rural and other Areas",87.833,43.07,6.189,2.042
"652",2014,"Odisha","Industrial Area",167.61,101.09,18.447,7.459
"653",2014,"Odisha","Residential, Rural and other Areas",167.61,85.351,17.922,4.044
"654",2014,"Puducherry","Industrial Area",95.598,42.285,13.292,10.241
"655",2014,"Puducherry","Residential, Rural and other Areas",95.598,38.777,11.898,8.424
"656",2014,"Punjab","Industrial Area",244.919,133.271,23.922,9.021
"657",2014,"Punjab","Residential, Rural and other Areas",244.919,130.752,24.018,9.179
"658",2014,"Rajasthan","Industrial Area",300.735,184.56,33.839,8.471
"659",2014,"Rajasthan","Residential, Rural and other Areas",300.735,146.246,34.962,6.717
"660",2014,"Tamil Nadu","Industrial Area",126.729,51.552,21.673,10.84
"661",2014,"Tamil Nadu","Residential, Rural and other Areas",126.729,67.249,22.334,11.79
"662",2014,"Uttar Pradesh","Industrial Area",372.664,172.191,28.682,15.346
"663",2014,"Uttar Pradesh","Residential, Rural and other Areas",372.664,185.966,28.203,10.403
"664",2014,"Uttar Pradesh","Sensitive Area",372.664,169.899,20.244,2.948
"665",2014,"West Bengal","Industrial Area",233.507,119.191,60.265,9.023
"666",2014,"West Bengal","Residential, Rural and other Areas",233.507,111.356,54.909,7.114
"667",2015,"Andhra Pradesh","Industrial Area",200.26,69.06,20.292,7.735
"668",2015,"Andhra Pradesh","Residential, Rural and other Areas",200.26,78.626,22.472,6.638
"669",2015,"Andhra Pradesh","Sensitive Area",200.26,58.736,13.937,5.864
"670",2015,"Assam","Residential, Rural and other Areas",153.355,94.132,14.212,6.997
"671",2015,"Chandigarh","Industrial Area",206.056,95.541,30.959,2
"672",2015,"Chandigarh","Residential, Rural and other Areas",206.056,82.961,24.055,2
"673",2015,"Chhattisgarh","Industrial Area",231.291,180.903,32.963,12.167
"674",2015,"Chhattisgarh","Residential, Rural and other Areas",231.291,96.216,20.271,9.228
"675",2015,"Dadra & Nagar Haveli","Industrial Area",170.545,88.674,26.907,15.884
"676",2015,"Daman & Diu","Industrial Area",145.681,83.068,24.955,14.455
"677",2015,"Delhi","Industrial Area",399.402,257.255,71.66,6.213
"678",2015,"Delhi","Residential, Rural and other Areas",399.402,198.897,64.842,5.43
"679",2015,"Goa","Industrial Area",67.254,62.349,10.591,5.034
"680",2015,"Goa","Residential, Rural and other Areas",67.254,53.365,9.22,4.219
"681",2015,"Gujarat","Industrial Area",191.568,90.108,20.817,14.202
"682",2015,"Gujarat","Residential, Rural and other Areas",191.568,85.079,20.132,13.08
"683",2015,"Gujarat","RIRUO",191.568,87.154,21.567,15.526
"684",2015,"Haryana","Industrial Area",268.265,149.861,83.265,16.618
"685",2015,"Haryana","Residential, Rural and other Areas",268.265,104.591,64.818,14.273
"686",2015,"Himachal Pradesh","Industrial Area",208.576,113.779,12.737,2.54
"687",2015,"Himachal Pradesh","Residential, Rural and other Areas",208.576,72.5,13.209,2.29
"688",2015,"Himachal Pradesh","Sensitive Area",208.576,41.384,10.47,3.398
"689",2015,"Jammu & Kashmir","Industrial Area",196.221,125.798,17.854,4.292
"690",2015,"Jammu & Kashmir","Residential, Rural and other Areas",196.221,125.033,16.046,3.193
"691",2015,"Jharkhand","Industrial Area",277.941,163.302,37.69,18.567
"692",2015,"Jharkhand","Residential, Rural and other Areas",277.941,153.94,38.63,21.022
"693",2015,"Karnataka","Industrial Area",168.002,81.102,14.812,5.073
"694",2015,"Karnataka","Residential, Rural and other Areas",168.002,95.105,17.65,6.009
"695",2015,"Karnataka","Sensitive Area",168.002,107.833,22.366,6.185
"696",2015,"Kerala","Industrial Area",84.42,44.083,14.81,4.134
"697",2015,"Kerala","Residential, Rural and other Areas",84.42,47.637,13.727,3.625
"698",2015,"Kerala","Sensitive Area",84.42,45.579,14.781,4.715
"699",2015,"Madhya Pradesh","Industrial Area",210.068,108.624,19.523,12.373
"700",2015,"Madhya Pradesh","Residential, Rural and other Areas",210.068,108.427,20.057,9.775
"701",2015,"Madhya Pradesh","Sensitive Area",210.068,84.024,13.77,12.733
"702",2015,"Maharashtra","Industrial Area",205.256,108.494,35.927,17.899
"703",2015,"Maharashtra","Residential, Rural and other Areas",205.256,98.214,33.427,15.418
"704",2015,"Maharashtra","Sensitive Area",205.256,72.081,34.545,10.838
"705",2015,"Meghalaya","Industrial Area",78.002,102.89,13.39,13.728
"706",2015,"Meghalaya","Residential, Rural and other Areas",78.002,41.502,9.682,2.015
"707",2015,"Mizoram","Residential, Rural and other Areas",87.833,39.942,6.685,2.037
"708",2015,"Nagaland","Residential, Rural and other Areas",133.311,107.812,6.825,2
"709",2015,"Odisha","Industrial Area",167.61,97.198,17.515,6.588
"710",2015,"Odisha","Residential, Rural and other Areas",167.61,85.309,17.761,4.384
"711",2015,"Puducherry","Industrial Area",95.598,37.311,11.673,11.371
"712",2015,"Puducherry","Residential, Rural and other Areas",95.598,33.658,9.949,9.061
"713",2015,"Punjab","Industrial Area",244.919,129.866,23.79,9.185
"714",2015,"Punjab","Residential, Rural and other Areas",244.919,111.865,21.346,8.509
"715",2015,"Rajasthan","Industrial Area",300.735,171.529,30.275,7.537
"716",2015,"Rajasthan","Residential, Rural and other Areas",300.735,151.117,30.291,6.527
"717",2015,"Tamil Nadu","Industrial Area",126.729,52.055,21.199,10.937
"718",2015,"Tamil Nadu","Residential, Rural and other Areas",126.729,65.69,21.391,10.532
"719",2015,"Uttar Pradesh","Industrial Area",372.664,188.144,30.406,15.218
"720",2015,"Uttar Pradesh","Residential, Rural and other Areas",372.664,176.896,27.631,10.031
"721",2015,"Uttar Pradesh","Sensitive Area",372.664,176.421,22.337,2.498
"722",2015,"Uttarakhand","Industrial Area",306.759,130.963,27.302,24.662
"723",2015,"Uttarakhand","Residential, Rural and other Areas",306.759,148.005,28.27,25.319
"724",2015,"West Bengal","Industrial Area",233.507,107.961,52.964,7.768
"725",2015,"West Bengal","Residential, Rural and other Areas",233.507,98.158,47.621,6.306
"726",2015,"West Bengal","RIRUO",233.507,112.988,37.593,8.286
